Kod Waluty,Kurs,Data Archiwizacji
RSD,113.7678,2025-01-20 00:50:48
RUB,102.4501,2025-01-20 00:50:48
RWF,1401.9001,2025-01-20 00:50:48
SAR,3.75,2025-01-20 00:50:48
SBD,8.5192,2025-01-20 00:50:48
SCR,14.3651,2025-01-20 00:50:48
SDG,509.9233,2025-01-20 00:50:48
SEK,11.1795,2025-01-20 00:50:48
SGD,1.3681,2025-01-20 00:50:48
SHP,0.8209,2025-01-20 00:50:48
SLE,22.7219,2025-01-20 00:50:48
SLL,22721.9239,2025-01-20 00:50:48
SOS,571.658,2025-01-20 00:50:48
SRD,35.1701,2025-01-20 00:50:48
SSP,4067.2638,2025-01-20 00:50:48
STN,23.8278,2025-01-20 00:50:48
SYP,12943.3367,2025-01-20 00:50:48
SZL,18.7484,2025-01-20 00:50:48
THB,34.4824,2025-01-20 00:50:48
TJS,10.968,2025-01-20 00:50:48
TMT,3.5004,2025-01-20 00:50:48
TND,3.218,2025-01-20 00:50:48
TOP,2.4007,2025-01-20 00:50:48
TRY,35.553,2025-01-20 00:50:48
TTD,6.7686,2025-01-20 00:50:48
TVD,1.6131,2025-01-20 00:50:48
TWD,32.9049,2025-01-20 00:50:48
TZS,2516.0793,2025-01-20 00:50:48
UAH,42.143,2025-01-20 00:50:48
UGX,3685.2749,2025-01-20 00:50:48
UYU,44.0587,2025-01-20 00:50:48
UZS,12970.6094,2025-01-20 00:50:48
VES,54.9113,2025-01-20 00:50:48
VND,25353.764,2025-01-20 00:50:48
VUV,119.46,2025-01-20 00:50:48
WST,2.8436,2025-01-20 00:50:48
XAF,637.9598,2025-01-20 00:50:48
XCD,2.7,2025-01-20 00:50:48
XDR,0.7695,2025-01-20 00:50:48
XOF,637.9598,2025-01-20 00:50:48
XPF,116.0579,2025-01-20 00:50:48
YER,249.0805,2025-01-20 00:50:48
ZAR,18.7485,2025-01-20 00:50:48
ZMW,27.8793,2025-01-20 00:50:48
ZWL,26.2614,2025-01-20 00:50:48
