Kod Waluty,Kurs,Data Archiwizacji
GEL,2.8303,2025-01-13 00:29:34
GGP,0.8169,2025-01-13 00:29:34
GHS,15.0493,2025-01-13 00:29:34
GIP,0.8169,2025-01-13 00:29:34
GMD,72.4992,2025-01-13 00:29:34
GNF,8627.6135,2025-01-13 00:29:34
GTQ,7.7127,2025-01-13 00:29:34
GYD,209.0056,2025-01-13 00:29:34
HKD,7.7857,2025-01-13 00:29:34
HNL,25.4094,2025-01-13 00:29:34
HRK,7.3394,2025-01-13 00:29:34
HTG,130.513,2025-01-13 00:29:34
HUF,402.3507,2025-01-13 00:29:34
IDR,16221.5696,2025-01-13 00:29:34
ILS,3.6812,2025-01-13 00:29:34
IMP,0.8169,2025-01-13 00:29:34
INR,86.0927,2025-01-13 00:29:34
IQD,1310.6924,2025-01-13 00:29:34
IRR,42014.2117,2025-01-13 00:29:34
ISK,141.0887,2025-01-13 00:29:34
JEP,0.8169,2025-01-13 00:29:34
JMD,156.419,2025-01-13 00:29:34
JOD,0.709,2025-01-13 00:29:34
JPY,157.8795,2025-01-13 00:29:34
KES,129.3148,2025-01-13 00:29:34
KGS,86.987,2025-01-13 00:29:34
KHR,4049.0566,2025-01-13 00:29:34
KID,1.6218,2025-01-13 00:29:34
KMF,479.23,2025-01-13 00:29:34
KRW,1469.4822,2025-01-13 00:29:34
KWD,0.3085,2025-01-13 00:29:34
KYD,0.8333,2025-01-13 00:29:34
KZT,526.5054,2025-01-13 00:29:34
LAK,21893.3108,2025-01-13 00:29:34
LBP,89500.0,2025-01-13 00:29:34
LKR,294.5277,2025-01-13 00:29:34
LRD,186.8642,2025-01-13 00:29:34
LSL,19.0738,2025-01-13 00:29:34
LYD,4.9223,2025-01-13 00:29:34
MAD,10.0513,2025-01-13 00:29:34
MDL,18.6048,2025-01-13 00:29:34
MGA,4713.8482,2025-01-13 00:29:34
MKD,59.6668,2025-01-13 00:29:34
MMK,2097.7557,2025-01-13 00:29:34
MNT,3426.7022,2025-01-13 00:29:34
MOP,8.0193,2025-01-13 00:29:34
MRU,39.846,2025-01-13 00:29:34
MUR,46.6669,2025-01-13 00:29:34
MVR,15.4478,2025-01-13 00:29:34
MWK,1743.6317,2025-01-13 00:29:34
MXN,20.6509,2025-01-13 00:29:34
MYR,4.4969,2025-01-13 00:29:34
MZN,63.962,2025-01-13 00:29:34
NAD,19.0738,2025-01-13 00:29:34
NGN,1543.8102,2025-01-13 00:29:34
NIO,36.7795,2025-01-13 00:29:34
NOK,11.449,2025-01-13 00:29:34
NPR,137.7476,2025-01-13 00:29:34
NZD,1.7968,2025-01-13 00:29:34
OMR,0.3845,2025-01-13 00:29:34
PAB,1.0,2025-01-13 00:29:34
PEN,3.7733,2025-01-13 00:29:34
PGK,4.006,2025-01-13 00:29:34
PHP,58.5508,2025-01-13 00:29:34
PKR,278.6144,2025-01-13 00:29:34
PLN,4.1492,2025-01-13 00:29:34
PYG,7879.4683,2025-01-13 00:29:34
QAR,3.64,2025-01-13 00:29:34
RON,4.8281,2025-01-13 00:29:34
RSD,113.58,2025-01-13 00:29:34
RUB,102.2167,2025-01-13 00:29:34
RWF,1396.8017,2025-01-13 00:29:34
SAR,3.75,2025-01-13 00:29:34
SBD,8.4789,2025-01-13 00:29:34
SCR,14.2841,2025-01-13 00:29:34
SDG,508.8636,2025-01-13 00:29:34
SEK,11.2078,2025-01-13 00:29:34
SGD,1.3702,2025-01-13 00:29:34
SHP,0.8169,2025-01-13 00:29:34
SLE,22.6258,2025-01-13 00:29:34
SLL,22625.7763,2025-01-13 00:29:34
SOS,570.9705,2025-01-13 00:29:34
SRD,35.1117,2025-01-13 00:29:34
SSP,4039.4334,2025-01-13 00:29:34
STN,23.8657,2025-01-13 00:29:34
SYP,12922.6186,2025-01-13 00:29:34
SZL,19.0738,2025-01-13 00:29:34
THB,34.6324,2025-01-13 00:29:34
TJS,10.9249,2025-01-13 00:29:34
TMT,3.4998,2025-01-13 00:29:34
TND,3.2201,2025-01-13 00:29:34
TOP,2.4025,2025-01-13 00:29:34
TRY,35.4419,2025-01-13 00:29:34
TTD,6.7702,2025-01-13 00:29:34
TVD,1.6218,2025-01-13 00:29:34
TWD,32.9835,2025-01-13 00:29:34
TZS,2470.1592,2025-01-13 00:29:34
UAH,42.2964,2025-01-13 00:29:34
UGX,3704.2727,2025-01-13 00:29:34
UYU,43.7884,2025-01-13 00:29:34
UZS,12950.262,2025-01-13 00:29:34
VES,53.8791,2025-01-13 00:29:34
VND,25366.9829,2025-01-13 00:29:34
VUV,119.1029,2025-01-13 00:29:34
WST,2.8435,2025-01-13 00:29:34
XAF,638.9734,2025-01-13 00:29:34
XCD,2.7,2025-01-13 00:29:34
XDR,0.77,2025-01-13 00:29:34
XOF,638.9734,2025-01-13 00:29:34
XPF,116.2423,2025-01-13 00:29:34
YER,249.1076,2025-01-13 00:29:34
ZAR,19.0645,2025-01-13 00:29:34
ZMW,27.9177,2025-01-13 00:29:34
ZWL,26.0579,2025-01-13 00:29:34
