Kod Waluty,Kurs,Data Archiwizacji
SBD,8.4789,2025-01-13 00:28:25
SCR,14.2841,2025-01-13 00:28:25
SDG,508.8636,2025-01-13 00:28:25
SEK,11.2078,2025-01-13 00:28:25
SGD,1.3702,2025-01-13 00:28:25
SHP,0.8169,2025-01-13 00:28:25
SLE,22.6258,2025-01-13 00:28:25
SLL,22625.7763,2025-01-13 00:28:25
SOS,570.9705,2025-01-13 00:28:25
SRD,35.1117,2025-01-13 00:28:25
SSP,4039.4334,2025-01-13 00:28:25
STN,23.8657,2025-01-13 00:28:25
SYP,12922.6186,2025-01-13 00:28:25
SZL,19.0738,2025-01-13 00:28:25
THB,34.6324,2025-01-13 00:28:25
TJS,10.9249,2025-01-13 00:28:25
TMT,3.4998,2025-01-13 00:28:25
TND,3.2201,2025-01-13 00:28:25
TOP,2.4025,2025-01-13 00:28:25
TRY,35.4419,2025-01-13 00:28:25
TTD,6.7702,2025-01-13 00:28:25
TVD,1.6218,2025-01-13 00:28:25
TWD,32.9835,2025-01-13 00:28:25
TZS,2470.1592,2025-01-13 00:28:25
UAH,42.2964,2025-01-13 00:28:25
UGX,3704.2727,2025-01-13 00:28:25
UYU,43.7884,2025-01-13 00:28:25
UZS,12950.262,2025-01-13 00:28:25
VES,53.8791,2025-01-13 00:28:25
VND,25366.9829,2025-01-13 00:28:25
VUV,119.1029,2025-01-13 00:28:25
WST,2.8435,2025-01-13 00:28:25
XAF,638.9734,2025-01-13 00:28:25
XCD,2.7,2025-01-13 00:28:25
XDR,0.77,2025-01-13 00:28:25
XOF,638.9734,2025-01-13 00:28:25
XPF,116.2423,2025-01-13 00:28:25
YER,249.1076,2025-01-13 00:28:25
ZAR,19.0645,2025-01-13 00:28:25
ZMW,27.9177,2025-01-13 00:28:25
ZWL,26.0579,2025-01-13 00:28:25
