Kod Waluty,Kurs,Data Archiwizacji
SHP,0.8169,2025-01-13 00:25:05
SLE,22.6258,2025-01-13 00:25:05
SLL,22625.7763,2025-01-13 00:25:05
SOS,570.9705,2025-01-13 00:25:05
SRD,35.1117,2025-01-13 00:25:05
SSP,4039.4334,2025-01-13 00:25:05
STN,23.8657,2025-01-13 00:25:05
SYP,12922.6186,2025-01-13 00:25:05
SZL,19.0738,2025-01-13 00:25:05
THB,34.6324,2025-01-13 00:25:05
TJS,10.9249,2025-01-13 00:25:05
TMT,3.4998,2025-01-13 00:25:05
TND,3.2201,2025-01-13 00:25:05
TOP,2.4025,2025-01-13 00:25:05
TRY,35.4419,2025-01-13 00:25:05
TTD,6.7702,2025-01-13 00:25:05
TVD,1.6218,2025-01-13 00:25:05
TWD,32.9835,2025-01-13 00:25:05
TZS,2470.1592,2025-01-13 00:25:05
UAH,42.2964,2025-01-13 00:25:05
UGX,3704.2727,2025-01-13 00:25:05
UYU,43.7884,2025-01-13 00:25:05
UZS,12950.262,2025-01-13 00:25:05
VES,53.8791,2025-01-13 00:25:05
VND,25366.9829,2025-01-13 00:25:05
VUV,119.1029,2025-01-13 00:25:05
WST,2.8435,2025-01-13 00:25:05
XAF,638.9734,2025-01-13 00:25:05
XCD,2.7,2025-01-13 00:25:05
XDR,0.77,2025-01-13 00:25:05
XOF,638.9734,2025-01-13 00:25:05
XPF,116.2423,2025-01-13 00:25:05
YER,249.1076,2025-01-13 00:25:05
ZAR,19.0645,2025-01-13 00:25:05
ZMW,27.9177,2025-01-13 00:25:05
ZWL,26.0579,2025-01-13 00:25:05
