Kod Waluty,Kurs,Data Archiwizacji
USD,1.0811637977366848,2025-01-20 08:34:14
AED,3.4936137834492595,2025-01-20 08:34:14
AFN,73.25482367506675,2025-01-20 08:34:14
ALL,95.70896886469471,2025-01-20 08:34:14
AMD,400.3368064697571,2025-01-20 08:34:14
ANG,1.7408899953551074,2025-01-20 08:34:14
AOA,918.4561898397942,2025-01-20 08:34:14
ARS,1044.425278759758,2025-01-20 08:34:14
AUD,1.476550030842661,2025-01-20 08:34:14
AWG,1.6218756880867073,2025-01-20 08:34:14
AZN,1.8590726717922519,2025-01-20 08:34:14
BAM,1.9381288281022926,2025-01-20 08:34:14
BBD,1.888331719384926,2025-01-20 08:34:14
BDT,121.64723888448594,2025-01-20 08:34:14
BGN,2.076339198121552,2025-01-20 08:34:14
BHD,0.49708462950122956,2025-01-20 08:34:14
BIF,2957.1582411267023,2025-01-20 08:34:14
BMD,0.9553915538921066,2025-01-20 08:34:14
BND,1.3653134777120053,2025-01-20 08:34:14
BOB,6.8281333810352285,2025-01-20 08:34:14
BRL,6.098406560333385,2025-01-20 08:34:14
BSD,1.0295446219342823,2025-01-20 08:34:14
BTN,86.8437158393631,2025-01-20 08:34:14
BWP,14.047978558609712,2025-01-20 08:34:14
BYN,3.2233494091025956,2025-01-20 08:34:14
BZD,1.8471198797363688,2025-01-20 08:34:14
CAD,1.3823395886685854,2025-01-20 08:34:14
CDF,2854.6816659561314,2025-01-20 08:34:14
CHF,1.1095001745613735,2025-01-20 08:34:14
CLP,1011.5123147844772,2025-01-20 08:34:14
CNY,7.172802725569829,2025-01-20 08:34:14
COP,4342.802142402838,2025-01-20 08:34:14
CRC,502.79916838003743,2025-01-20 08:34:14
CUP,24.174468555088737,2025-01-20 08:34:14
CVE,107.28173144739885,2025-01-20 08:34:14
CZK,24.399223385412732,2025-01-20 08:34:14
DJF,177.5946864627651,2025-01-20 08:34:14
DKK,7.150677219853731,2025-01-20 08:34:14
DOP,61.48326223612566,2025-01-20 08:34:14
DZD,135.73972555996883,2025-01-20 08:34:14
EGP,50.33240661108912,2025-01-20 08:34:14
ERN,14.9316460647859,2025-01-20 08:34:14
ETB,127.27834926118106,2025-01-20 08:34:14
EUR,0.9762132341064491,2025-01-20 08:34:14
FJD,2.307971669989857,2025-01-20 08:34:14
FKP,0.7484398402475549,2025-01-20 08:34:14
FOK,7.429503713847737,2025-01-20 08:34:14
GBP,0.9849802462863131,2025-01-20 08:34:14
GEL,2.8572660980917273,2025-01-20 08:34:14
GGP,0.658258662395573,2025-01-20 08:34:14
GHS,14.740775244024954,2025-01-20 08:34:14
GIP,1.01201666847349,2025-01-20 08:34:14
GMD,72.32341711673318,2025-01-20 08:34:14
GNF,8588.890607629059,2025-01-20 08:34:14
GTQ,7.591325668534601,2025-01-20 08:34:14
GYD,208.98252124378106,2025-01-20 08:34:14
HKD,7.98056089482174,2025-01-20 08:34:14
HNL,25.630864248443626,2025-01-20 08:34:14
HRK,7.350968041572393,2025-01-20 08:34:14
HTG,130.77064696916227,2025-01-20 08:34:14
HUF,401.7849524259569,2025-01-20 08:34:14
IDR,16390.236100480473,2025-01-20 08:34:14
ILS,3.4793205225158657,2025-01-20 08:34:14
IMP,0.8103691548913705,2025-01-20 08:34:14
INR,86.7128194543658,2025-01-20 08:34:14
IQD,1308.2497879296686,2025-01-20 08:34:14
IRR,41969.64405257074,2025-01-20 08:34:14
ISK,141.40879841221386,2025-01-20 08:34:14
JEP,0.9132779043896697,2025-01-20 08:34:14
JMD,157.06258878320972,2025-01-20 08:34:14
JOD,0.5879040688928552,2025-01-20 08:34:14
JPY,156.31219561553004,2025-01-20 08:34:14
KES,129.49172620763343,2025-01-20 08:34:14
KGS,87.5091525510713,2025-01-20 08:34:14
KHR,4059.39532593391,2025-01-20 08:34:14
KID,1.6366016207221197,2025-01-20 08:34:14
KMF,478.4386863611613,2025-01-20 08:34:14
KRW,1457.9038456932906,2025-01-20 08:34:14
KWD,0.22316389198000508,2025-01-20 08:34:14
KYD,0.7478150525294123,2025-01-20 08:34:14
KZT,530.3779345766175,2025-01-20 08:34:14
LAK,21935.200502370266,2025-01-20 08:34:14
LBP,89499.82081771661,2025-01-20 08:34:14
LKR,296.1626737161927,2025-01-20 08:34:14
LRD,189.78245489153454,2025-01-20 08:34:14
LSL,18.93122466716362,2025-01-20 08:34:14
LYD,4.92736839017282,2025-01-20 08:34:14
MAD,10.001024262370164,2025-01-20 08:34:14
MDL,18.97464212934293,2025-01-20 08:34:14
MGA,4681.326242998858,2025-01-20 08:34:14
MKD,59.90054086737754,2025-01-20 08:34:14
MMK,2099.3049933251314,2025-01-20 08:34:14
MNT,3466.3997961346254,2025-01-20 08:34:14
MOP,8.217917258653458,2025-01-20 08:34:14
MRU,39.73364671823961,2025-01-20 08:34:14
MUR,46.826390772720195,2025-01-20 08:34:14
MVR,15.518232706036077,2025-01-20 08:34:14
MWK,1736.4414870100716,2025-01-20 08:34:14
MXN,20.976432760511493,2025-01-20 08:34:14
MYR,4.650591572334319,2025-01-20 08:34:14
MZN,63.81315728785143,2025-01-20 08:34:14
NAD,18.585238283835665,2025-01-20 08:34:14
NGN,1550.6626349980727,2025-01-20 08:34:14
NIO,36.894667109757066,2025-01-20 08:34:14
NOK,11.449350077008944,2025-01-20 08:34:14
NPR,138.92131671140905,2025-01-20 08:34:14
NZD,1.5957842937274023,2025-01-20 08:34:14
OMR,0.2010273867225876,2025-01-20 08:34:14
PAB,0.872525167159662,2025-01-20 08:34:14
PEN,3.5735847857290857,2025-01-20 08:34:14
PGK,4.177384342210421,2025-01-20 08:34:14
PHP,58.48327501888833,2025-01-20 08:34:14
PKR,278.6310674538064,2025-01-20 08:34:14
PLN,3.950871044357432,2025-01-20 08:34:14
PYG,7894.667930141786,2025-01-20 08:34:14
QAR,3.584036568149179,2025-01-20 08:34:14
RON,4.720504659243046,2025-01-20 08:34:14
RSD,113.61623937668097,2025-01-20 08:34:14
RUB,102.5202080591775,2025-01-20 08:34:14
RWF,1390.0022923887577,2025-01-20 08:34:14
SAR,3.6815219363563756,2025-01-20 08:34:14
SBD,8.633385338620156,2025-01-20 08:34:14
SCR,14.472453417178983,2025-01-20 08:34:14
SDG,458.94939310821894,2025-01-20 08:34:14
SEK,10.984771534469484,2025-01-20 08:34:14
