Kod Waluty,Kurs,Data Archiwizacji
IQD,1310.6924,2025-01-12 16:58:33
IRR,42014.2117,2025-01-12 16:58:33
ISK,141.0887,2025-01-12 16:58:33
JEP,0.8169,2025-01-12 16:58:33
JMD,156.419,2025-01-12 16:58:33
JOD,0.709,2025-01-12 16:58:33
JPY,157.8795,2025-01-12 16:58:33
KES,129.3148,2025-01-12 16:58:33
KGS,86.987,2025-01-12 16:58:33
KHR,4049.0566,2025-01-12 16:58:33
KID,1.6218,2025-01-12 16:58:33
KMF,479.23,2025-01-12 16:58:33
KRW,1469.4822,2025-01-12 16:58:33
KWD,0.3085,2025-01-12 16:58:33
KYD,0.8333,2025-01-12 16:58:33
KZT,526.5054,2025-01-12 16:58:33
LAK,21893.3108,2025-01-12 16:58:33
LBP,89500.0,2025-01-12 16:58:33
LKR,294.5277,2025-01-12 16:58:33
LRD,186.8642,2025-01-12 16:58:33
LSL,19.0738,2025-01-12 16:58:33
LYD,4.9223,2025-01-12 16:58:33
MAD,10.0513,2025-01-12 16:58:33
MDL,18.6048,2025-01-12 16:58:33
MGA,4713.8482,2025-01-12 16:58:33
MKD,59.6668,2025-01-12 16:58:33
MMK,2097.7557,2025-01-12 16:58:33
MNT,3426.7022,2025-01-12 16:58:33
MOP,8.0193,2025-01-12 16:58:33
MRU,39.846,2025-01-12 16:58:33
MUR,46.6669,2025-01-12 16:58:33
MVR,15.4478,2025-01-12 16:58:33
MWK,1743.6317,2025-01-12 16:58:33
MXN,20.6509,2025-01-12 16:58:33
MYR,4.4969,2025-01-12 16:58:33
MZN,63.962,2025-01-12 16:58:33
NAD,19.0738,2025-01-12 16:58:33
NGN,1543.8102,2025-01-12 16:58:33
NIO,36.7795,2025-01-12 16:58:33
NOK,11.449,2025-01-12 16:58:33
NPR,137.7476,2025-01-12 16:58:33
NZD,1.7968,2025-01-12 16:58:33
OMR,0.3845,2025-01-12 16:58:33
PAB,1.0,2025-01-12 16:58:33
PEN,3.7733,2025-01-12 16:58:33
PGK,4.006,2025-01-12 16:58:33
PHP,58.5508,2025-01-12 16:58:33
PKR,278.6144,2025-01-12 16:58:33
PLN,4.1492,2025-01-12 16:58:33
PYG,7879.4683,2025-01-12 16:58:33
QAR,3.64,2025-01-12 16:58:33
RON,4.8281,2025-01-12 16:58:33
RSD,113.58,2025-01-12 16:58:33
RUB,102.2167,2025-01-12 16:58:33
RWF,1396.8017,2025-01-12 16:58:33
SAR,3.75,2025-01-12 16:58:33
SBD,8.4789,2025-01-12 16:58:33
SCR,14.2841,2025-01-12 16:58:33
SDG,508.8636,2025-01-12 16:58:33
SEK,11.2078,2025-01-12 16:58:33
SGD,1.3702,2025-01-12 16:58:33
SHP,0.8169,2025-01-12 16:58:33
SLE,22.6258,2025-01-12 16:58:33
SLL,22625.7763,2025-01-12 16:58:33
SOS,570.9705,2025-01-12 16:58:33
SRD,35.1117,2025-01-12 16:58:33
SSP,4039.4334,2025-01-12 16:58:33
STN,23.8657,2025-01-12 16:58:33
SYP,12922.6186,2025-01-12 16:58:33
SZL,19.0738,2025-01-12 16:58:33
THB,34.6324,2025-01-12 16:58:33
TJS,10.9249,2025-01-12 16:58:33
TMT,3.4998,2025-01-12 16:58:33
TND,3.2201,2025-01-12 16:58:33
TOP,2.4025,2025-01-12 16:58:33
TRY,35.4419,2025-01-12 16:58:33
TTD,6.7702,2025-01-12 16:58:33
TVD,1.6218,2025-01-12 16:58:33
TWD,32.9835,2025-01-12 16:58:33
TZS,2470.1592,2025-01-12 16:58:33
UAH,42.2964,2025-01-12 16:58:33
UGX,3704.2727,2025-01-12 16:58:33
UYU,43.7884,2025-01-12 16:58:33
UZS,12950.262,2025-01-12 16:58:33
VES,53.8791,2025-01-12 16:58:33
VND,25366.9829,2025-01-12 16:58:33
VUV,119.1029,2025-01-12 16:58:33
WST,2.8435,2025-01-12 16:58:33
XAF,638.9734,2025-01-12 16:58:33
XCD,2.7,2025-01-12 16:58:33
XDR,0.77,2025-01-12 16:58:33
XOF,638.9734,2025-01-12 16:58:33
XPF,116.2423,2025-01-12 16:58:33
YER,249.1076,2025-01-12 16:58:33
ZAR,19.0645,2025-01-12 16:58:33
ZMW,27.9177,2025-01-12 16:58:33
ZWL,26.0579,2025-01-12 16:58:33
